Argument ID	Premise
A19387	Space exploration is the last great frontier for scientific discovery and should be funded publicly.
A19387	Space exploration is the last great frontier for scientific discovery and should be publicly funded.
A19387	Space exploration is the last great frontier for scientific discovery and should be funded publicly.
A19390	An austerity regime would be harmful.
A19390	An austerity regime would be harmful.
A19390	An austerity regime would be harmful.
A19391	A multi-party system will lack real leadership and will often mean that policies end up diluted or not passed at all as a majority can not be reached.
A19391	A multi-party system will lack real leadership and will mean that policies end up being diluted or not passed at all as a majority cannot be reached.
A19391	A multi-party system will lack real leadership and often end up diluted or not passed as a majority cannot be reached.
A19392	Private military companies are made up of soldiers who are probably much better trained than the kids we send to the military today.
A19392	Private military companies are made up of soldiers that are probably much better trained than the kids we send to the military today.
A19392	Private military companies are made up of soldiers that are probably much better trained than the kids we send to the military.
A19393	We should not adopt gender-neutral language because more people than not specify with a certain gender and want to be addressed as such.
A19393	We should not adopt gender-neutral language because more people than not specify with a certain gender and want to be addressed as such.
A19393	We should not adopt gender-neutral language because more people than not specify with a certain gender and want to be addressed as such.
A19396	We shouldn't because some people need to be consulted to make decisions.
A19396	We shouldn't because some people need intervention to make decisions.
A19396	We shouldn't because some people need intervention to make decisions.
A19403	Child actors grow up to be disfunctional adults because they are missing all the social interaction children need to learn the process of interaction with people their own age.
A19403	Child actors grow up to be disfunctional adults because they are missing out on all the social interaction that children need to learn about people with their own age.
A19403	Child actors grow up to be disfunctional adults because they are missing all the social interaction children need with each other to learn the process of interaction with people their own age.
A19415	there is simply no need, there is enough money in journalism and plenty of valuable, objective sources available.
A19415	There is simply no need, there is enough money in journalism and plenty of valuable, objective sources available.
A19415	There is simply no need, there is enough money in journalism and plenty of valuable objective sources available.
A19416	Fast food allows people who lead busy lives to have meals on the go, so that they do not miss meals.
A19416	Fast food enables people who lead busy lives to have meals on the go, so they do not miss meals.
A19416	Fast food allows people who lead busy lives to have meals on the go, so they do not miss meals.
A19421	We should not abolish safe spaces because people with PTSD will not join universities and other spaces if they can't participate safely.
A19421	We should not abolish safe spaces because people with PTSD will disengage from universities and other spaces if they cannot participate safely.
A19421	We should not abolish safe spaces because people who have PTSD will disengage from universities and other spaces if they can't participate safely.
A19428	The three-strike laws take discretion away from judges. A person committing a minor crime could be sentenced to life if he had a criminal history from long ago. these laws cram our prisons.
A19428	Three-strike laws take discretion away from judges. a person committing a minor crime could be sentenced to life if he had a criminal history from long ago. these laws bury our courts, cram our prisons.
A19428	The three-strikes laws take away discretion from judges. a person committing a minor crime could be sentenced to life if he had a long criminal history. these laws bloat our courts, cram our prisons.
A19430	Autonomous cars would help the elderly.
A19430	Autonomous cars would help the elderly.
A19430	Autonomous cars would help the elderly.
A19431	The validity of scientology has been sufficiently questioned to not accept the churches of scientology.
A19431	The veracity of scientology has been sufficiently questioned to not accept the churches of scientology.
A19431	The validity of scientology has been sufficiently questioned to not accept churches of scientology.
A19435	scientology is an evil cult that is sustained by stealing large sums of money from its acolytes in exchange for nothing.
A19435	Scientology is an evil cult that is maintained by stealing large sums of money from its acolytes in exchange for nothing.
A19435	Scientology is an evil cult that is maintained by stealing large sums of money from its acolytes in exchange for nothing.
A19437	Space exploration advances the frontiers of mankind and could find new resources that will be invaluable due to the depletion of those on earth.
A19437	Space exploration advances the frontiers of mankind and could well discover new resources that will be invaluable due to the depletion of those on Earth.
A19437	Space exploration advances the frontiers of mankind and could find new resources that will be invaluable due to the depletion of those on Earth.
A19439	Without the guaranteed peace caused by nuclear weapons, countries are more likely to turn to violence and squabbling.
A19439	Without the guaranteed peace caused by nuclear weapons, countries are more likely to turn to violence and squabbling.
A19439	Without the guaranteed peace caused by nuclear weapons, countries are more likely to turn to violence and squabbling.
A19440	Zoos allow animals to live in safety and to have a constant source of food.
A19440	Zoos allow animals to live in safety and to have a constant food source.
A19440	Zoos allow animals to live in safety and have a constant food source.
A19441	Young people aren't aware of the impact what they say has on someone else, and a safe space prevents them from doing anything to anyone else.
A19441	Young people aren't aware of the effect that what they say has on someone else and a safe space prevents them from doing anything to anyone else.
A19441	Young people are not conscious of the effect that what they say has on someone else, and a safe space prevents them from doing anything to anyone else.
A19446	We should not abolish the Olympic Games as they are seen by many athletes around the world as the pinnacle of success.
A19446	We should not abolish the Olympic Games as they are viewed by many athletes around the world as the pinnacle of success.
A19446	We should not abolish the Olympic Games as they are seen as the pinnacle of success for many athletes around the world.
A19448	A gender-neutral language takes gender out of the equation so that people can focus on content, not gender.
A19448	Gender-neutral language takes gender out of the equation so that people can focus on content, not gender.
A19448	Gender-neutral language takes gender out of the equation, so that people can focus on content, not gender.
A19451	Cosmetic surgery for beautification is unnecessary for minors because their body hasn't finished developing yet.
A19451	Cosmetic surgery for beautification is unnecessary for minors because their body hasn't yet finished development.
A19451	Cosmetic surgery for beautification is unnecessary for minors because their body hasn't finished developing yet.
A19453	Zoos are just a place for animals to be locked up and stared at by people.
A19453	Zoos are just a place for animals to be locked up and stared at by people.
A19453	Zoos are just a place for animals to be locked up and stared at by people.
A19455	Subsidising wikipedia would give it the funds needed to continue this valuable informative tool without needing to beg for funds.
A19455	Subsidising wikipedia would give it the funds needed to continue this valuable information tool without needing to beg for funds.
A19455	Subsidising wikipedia would give it the funds it needs to continue this valuable informative tool without needing to beg for money.
A19456	Some people fear retribution from those that oppose their thoughts and ideas. this is a place where they can feel safe.
A19456	Some people fear retribution from those that oppose their thoughts and ideas. this is a place where they can feel safe.
A19456	Some people fear retribution from those who oppose their thoughts and ideas, and this is a place they can feel safe.
A19459	It will result in more elective abortions and cause gender imbalance.
A19459	It will result in more elective abortions and cause a gender imbalance.
A19459	It will result in more elective abortions and cause gender imbalance.
A19460	The legalization of prostitution will save millions of dollars in state resources that are currently spent cracking completely harmless small-time prostitutes.
A19460	Legalization of prostitution will save millions of dollars in state resources that are currently spent cracking harmless small time prostitutes.
A19460	Legalization of prostitution will save millions of dollars in state resources that are currently spent on cracking harmless small time prostitutes.
A19461	Judges are in a position to make a positive change in the world, and should be encouraged to use activism to do so.
A19461	Judges are in a position to make a positive change in the world and should be encouraged to use activism to do so.
A19461	Judges are in a position to make a positive change in the world, and should be encouraged to use activism to do so.
A19465	It is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling.
A19465	Whale hunting is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling.
A19465	Whaling is a traditional occupation of some cultures and their cultural heritage would be lost if they were not able to continue whaling.
A19480	Private military companies do not all follow the rules of the country.
A19480	Private military companies do not all follow the laws of the country.
A19480	Private military companies do not all follow the rules of the country.
A19481	If someone can still work, they should be allowed to work. It will cause less strain on social security.
A19481	If someone can still work, they should be allowed, it will reduce the strain on social security.
A19481	If someone can still work, they should be allowed to work, it will lessen the strain on social security.
A19484	It's about getting the deficit down and engaging in the austerity regime. The overall impact on the economy is positive in the short term.
A19484	It's about getting the deficit down and engaging in the austerity regime, the overall impact on the economy is positive in the short term.
A19484	It is about reducing the deficit and implementing an austerity regime, the overall impact on the economy is positive in the short term.
A19486	People have the right to profit from their ideas.
A19486	People have the right to profit from their ideas.
A19486	People have the right to profit from their ideas.
A19491	The olympic games are necessary to promote healthy competition in the world and to show the cultures of many countries.
A19491	The Olympic games are necessary to promote healthy competition in the world and show the cultures of many countries.
A19491	Olympic games are necessary to promote healthy competition in the world and show the cultures of many countries.
A19492	Telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them.
A19492	Telemarketing could bring worthwhile products to the attention of people who would not be aware of them otherwise.
A19492	Telemarketing could bring worthwhile products to the attention of people who would not otherwise be aware of them.
A19494	Economic sanctions must be retained as it is the only way in which dishonest countries can be made to correct their ways.
A19494	Economic sanctions must be retained as it is the only way in which dishonest countries can be made to correct their ways.
A19494	Economic sanctions must be retained as it is the only way in which dishonest countries can be made to improve their ways.
A19495	We should abolish the three strikes laws and stick to a single law, because it could stop reoffending if it is that harsh.
A19495	We should abolish the three-strikes laws and stick to one law, because it could stop reoffending if it's that harsh.
A19495	We should abolish the three strikes laws and just stick to one law because it can stop reoffending if it is that harsh.
A19496	Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and more money spent on malpractice insurance, which is bad for the healthcare system overall.
A19496	Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and more money spent on malpractice insurance, which is bad for the healthcare system overall.
A19496	Allowing cosmetic surgery for minors creates more risk for doctors and therefore more frivolous lawsuits and more money spent on malpractice insurance, which is bad for the healthcare system overall.
A20007	Executive compensation is simply part of a modern remuneration package, and as with basic salaries, and attractive compensation schemes are needed to attract the best talent to an organisation.
A20007	Executive compensation is simply part of a modern remuneration package, and as with basic salaries, and attractive compensation scheme is needed to attract the best talent to an organisation.
A20007	Executive compensation is simply part of a modern remuneration package and, as with basic salaries, and attractive compensation scheme is needed to attract the best talent to an organisation.
A20012	We definitely should, this research can make significant breakthroughs for musical science.
A20012	We certainly should, this research can make significant breakthroughs for the musical science.
A20012	We should certainly, this research can make significant breakthroughs for musical science.
A20014	We should ban cosmetic surgery, especially for vanity reasons, because it makes people look stupid.
A20014	We should ban cosmetic surgery, especially for vanity reasons, because it makes people look stupid.
A20014	We should ban cosmetic surgery especially for vanity reasons because it makes people look stupid.
A20015	Autonomous cars have caused deadly accidents and they will never be safe enough for widespread public use.
A20015	Autonomous cars have caused deadly accidents and will never be safe enough for widespread public use.
A20015	Autonomous vehicles have caused deadly accidents and they will never be safe enough for widespread public use.
A20029	If child actors are still taught school subjects and that they are given time to be children, then it is good for them and the money earned will give them freedom as adults to do whatever they want.
A20029	If child actors are still taught school subjects and that they are given time to be children, then it is good for them and the money earned will give them freedom as adults to do whatever they want.
A20029	If child actors are still taught school subjects and that they are given time to be children, then it is good for them and the money earned will give them freedom as adults to do whatever they want.
A20033	Capital punishment makes the risk of committing a crime that you permanently lose your life and everything that matters to you, increasing the deterrence of the legal system.
A20033	Capital punishment increases the risk of committing a crime that you permanently lose your life and everything that matters to you, increasing the deterrence of the legal system.
A20033	Capital punishment increases the risk of committing a crime that you permanently lose your life and everything that matters to you, increasing the deterrence of the legal system.
A20038	They have no need today in society with the amount of military we have.
A20038	They have no need today in society with the amount of military we have.
A20038	Today, they have no need in society with the amount of military we have.
A20040	Nuclear armed nations benefit from the power and status of the weapons available within their territory.
A20040	Nuclear armed nations benefit from the power and status of the weapons available on their territory.
A20040	Nuclear armed nations benefit from the power and status of the weapons available on their territory.
A20044	Sometimes it is necessary to act in a preventive manner with cases of truly dangerous terrorists and national threats - reliance on the normal extradition process is too slow and can cost lives.
A20044	Sometimes it is necessary to act in a preemptive manner with cases of truly dangerous terrorists and national threats - reliance on the normal extradition process is too slow and can cost lives.
A20044	It is sometimes necessary to act in a preemptive manner with cases of truly dangerous terrorists and national threats. reliance on the normal extradition process is too slow and can cost lives.
A20055	We should concentrate and spend money on making our world a better place than to explore other worlds and space needlessly.
A20055	We should concentrate on and spend money on making our world a better place than to waste time exploring other worlds and space needlessly.
A20055	We should focus on and spend money on making our world a better place than to explore other worlds and space needlessly.
A20064	the olympic games inspire children and people of all ages to enjoy and participate in sports.
A20064	the olympic games inspire children and people of all ages to enjoy sports and participate in them.
A20064	The olympic games inspire children and people of all ages to enjoy sports and participate in them.
A20073	Human cloning should be banned because the ethical problems it creates are too difficult to overcome.
A20073	Human cloning should be banned because the ethical problems it creates are too difficult to overcome.
A20073	Human cloning should be banned because the ethical problems it creates are too difficult to overcome.
A20083	Safe spaces are essential to allow minorities to have freedom of speech and expression without the danger of oppression.
A20083	Safe spaces are essential to allow minorities to have freedom of speech and expression without the danger of oppression.
A20083	Safe spaces are essential to allow minorities to have freedom of speech and expression without the danger of oppression.
A20085	We should legalize cannabis because it can relieve pain for people with serious illnesses such as cancer and ms.
A20085	We should legalize cannabis because it can relieve pain for people with serious illnesses such as cancer and ms.
A20085	We should legalize cannabis because it can relieve pain for people with serious illnesses such as cancer and ms.
A20086	"The ""perfect"" beauty teens aspire to achieve with cosmetic surgery isn't real: pictures in magazines are often airbrushed or photo-shopped or enhanced."
A20086	"The ""perfect"" beauty teens aspire to achieve with cosmetic surgery isn't real. Pictures in magazines are often airbrushed or photo-shopped or otherwise enhanced."
A20086	"The ""perfect"" beauty teens aspire to achieve with cosmetic surgery isn't real: pictures in magazines are often airbrushed or photo-shopped or otherwise enhanced."
A20088	Prostitution is a form of healthcare for an age-old need, and legalizing the profession will improve the safety and health of the sex workers.
A20088	Prostitution is catering to an age-old need and legalising the profession will improve the safety and health of sex workers.
A20088	Prostitution is catering to an age-old need and legalising the profession will improve the safety and health of sex workers.
A20090	Zoos provide an excellent learning opportunity for children.
A20090	Zoos provide an excellent learning opportunity for children.
A20090	Zoos provide an excellent learning opportunity for children.
A20096	We should not abolish intellectual property rights if you have come up with a new idea for something, it should be exclusive to you and should be acknowledged for it.
A20096	We should not abolish intellectual property rights if you come up with a new idea for something then it should be exclusive to you and you should be acknowledged for it.
A20096	If you come up with a new idea for something, then it should be exclusive to you and should be recognized for it.
A20101	It causes more harm than good when surgery in minors is not for health.
A20101	It causes more harm than good when the surgery in minors is not for health.
A20101	It causes more harm than good when surgery in minors is not for health.
A20106	Many philologists said that gender-neutral language is hard to use, takes time to learn and will cost a lot of money.
A20106	Many philologist said that gender-neutral language is difficult to use, takes time to learn and will cost a lot of money.
A20106	Many philologists said that gender-neutral language is difficult to use, takes time to learn and will cost a lot of money.
A20110	Seniors want to feel needed and useful so that as long as they are doing a good job, they shouldn't be forced to retire.
A20110	Seniors want to feel needed and useful so as long as they are doing a good job, they shouldn't be forced to retire.
A20110	Seniors want to feel needed and useful, so as long as they are doing a good job, they should not be forced to retire.
A20112	Capital punishment is a way to deter heinous crimes.
A20112	Capital punishment is a way to deter heinous crimes.
A20112	Capital punishment is a way to deter heinous crimes.
A20116	We should abolish the Olympic games because there are too many scandals involving cheating and doping on illegal steroids and substances.
A20116	We should abolish the Olympic games because there are too many scandals involving cheating and doping on illegal steroids and substances.
A20116	We should abolish the olympic games because there are too many scandals involving cheating and doping on illegal steroids and substances.
A20121	We should ban the use of child actors because they should be in school and learning.
A20121	We should ban the use of child actors because they should be learning and in school.
A20121	We should ban the use of child actors because they should be in school and learning.
A20122	We shouldn't fight to get rid of nuclear weapons, they are a deterrent to serious conflict because even the smaller countries who have nuclear weapons pose a threat.
A20122	We shouldn't fight to get rid of nuclear weapons, they provide a deterrent to serious conflicts because even smaller countries that have nuclear weapons pose a threat.
A20122	We shouldn't fight to get rid of nuclear weapons because they are a deterrent to serious conflicts because even the smaller countries that have nuclear weapons pose a threat.
A20125	If we adopted libertarianism, the country would be more peaceful as everyone would be allowed to do what they feel is right.
A20125	If we adopted libertarianism the country would be more peaceful, as everyone would be just allowed to do whatever they feel is right.
A20125	If we adopted libertarianism, the country would be more peaceful as everyone would be allowed to do what they feel is right.
A20132	In some ocations we shouldn't ban fast food.
A20132	In some cities we should not ban fast food.
A20132	In some ocations we shouldn't ban fast food.
A20134	Cannabis should be legalized because no link has been found to document a connection between cannabis use and mind altering drugs.
A20134	Cannabis should be legalized because no link has been found to document a connection between cannabis use and mind altering drugs.
A20134	Cannabis should be legalized because no link has been found to document a connection between cannabis use and mind altering drugs.
A20135	Sometimes a cosmetic procedure is necessary in cases of disfigurement and when this is addressed early, the chances of recovery and normalised existence are maximised.
A20135	Sometimes a cosmetic procedure is necessary in cases of disfigurement, and when this is tended early, the chances of recovery and normalised existence are maximised.
A20135	Sometimes a cosmetic procedure is necessary in cases of disfigurement and when this is addressed early, the chances of recovery and normalised existence are maximized.
A20137	The cars can be dangerous and cause accidents if the equipment fails.
A20137	The cars can be dangerous and cause accidents if the equipment fails.
A20137	The cars can be dangerous and cause accidents if the equipment fails.
A20144	Human cloning should be banned as the long term effects on the cloned are still uncertain and could lead to long term health complications.
A20144	Human cloning should be banned as the long term effects on the cloned are still uncertain and could lead to long-term health complications.
A20144	Human cloning should be banned as the long-term effects on the cloned are still uncertain and could lead to long term health complications.
A20156	Cosmetic surgery as a minor makes it more likely that you will have to go for follow up procedures as an adult to remedy or fix problems with this past surgery.
A20156	Cosmetic surgery as a minor makes it more likely that you will need to go in for follow up procedures as an adult to repair or fix problems with this past surgery.
A20156	Cosmetic surgery as a minor makes it more likely that you will have to go in for follow up procedures as an adult to fix or fix problems with this past surgery.
A20164	Multiple parties will just confuse people and cause more division in society.
A20164	Multiple parties will just confuse people and cause more division in society.
A20164	Multiple parties will just confuse people and cause more division in society.
A20171	Cosmetic surgery makes people feel better about themselves.
A20171	Cosmetic surgery makes people feel better about themselves.
A20171	Cosmetic surgery makes people feel better about themselves.
A20173	Mandatory retirement affirms problematic stereotypes about the competence of older people that prevent them from being taken seriously when they should be.
A20173	Mandatory retirement affirms problematic stereotypes about the competence of older people which prevents them from being taken seriously when they should be.
A20173	Mandatory retirement affirms problematic stereotypes about the competence of older people that prevent them from being taken seriously when they should be.
A20184	Collectivism promotes a greater sense of community where people care about each other's welfare.
A20184	Collectivism promotes a greater sense of community where people care about each other's welfare.
A20184	Collectivism promotes a greater sense of community where people care about each other's welfare.
A20186	It is evident from the current state of politics around the world that democracy only exists through vigilance. compulsory voting would help to keep democracy alive when it is under threat.
A20186	Looking at the current state of politics around the world it is evident that democracy exists only through vigilance. compulsory voting would help to keep democracy alive when under threat.
A20186	When looking at the current state of politics around the world it is evident that democracy only exists through vigilance, compulsory voting would help to keep democracy alive when it is in danger.
A20200	The Church of Science is known for trying to control the thoughts and actions of others completely.
A20200	The Church of Scientology is known for trying to control completely the thoughts and actions of others.
A20200	The Church of Scientology is known for trying to control completely the thoughts and actions of others.
A20213	People should not be allowed to vote as a way to protest the government.
A20213	People should not be allowed to vote as a way to protest the government.
A20213	People should not be allowed to vote as a way to protest the government.
A20225	the future of mankind may depend on the ability to travel in space.
A20225	The future of mankind may depend on the ability to travel in space.
A20225	The future of mankind may depend on the ability to travel in space.
A20228	People who can not drive will be able to go wherever they want.
A20228	People that can not drive will be able to go wherever they want.
A20228	People who can not drive will be able to go wherever they want to go.
A20231	A multi-party system weakens the speed of decision making and ensures that no progress is made, so we should not adopt it.
A20231	A multi-party system weakens the speed of decision making and ensures no progress is made so that we should not adopt it.
A20231	A multi-party system weakens the speed of decision-making and ensures that no progress is made so we should not adopt it.
A20239	Safe spaces endorse segregation instead of enlivening debate.
A20239	Safe spaces endorsing segregation instead of enthused debate.
A20239	The safe spaces are endorsing segregation instead of energizing debate.
A20248	Factory farming provides us with all the food we take for granted.
A20248	The factory farming provides us with all the food we take for granted.
A20248	Factory farming provides us with all the food we take for granted.
A20255	I think we should adopt gender neutral language because it is the best way to communicate.
A20255	I think we should adopt a gender-neutral language because a best communication is
A20255	i think that we should adopt gender neutral language because it is the best way to communicate.
A20256	Everyone needs a place where they feel safe.
A20256	Everyone needs a place where they feel safe.
A20256	Everyone needs a place where they feel safe.
A20261	Exploration in space gives us an advantage over other countries such as satellite use to target enemy combatants and nuclear arsenals.
A20261	Space exploratin gives us an advantage over other countries such as satellite use to target enemy combatants and nuclear arsenals.
A20261	Space exploration gives us an advantage over other countries such as satellite use to target enemy combatants and nuclear arsenals.
A20264	Safe spaces don't really serve a beneficial purpose, they don't solve any issues and instead attract a target to those others may feel weak or inferior, they cause more harm than good.
A20264	Safe spaces don't really serve a good purpose, they don't solve any issues and instead attract a target to those others may feel weak or inferior, they cause more harm than good.
A20264	Safe spaces don't really serve a beneficial purpose, they don't solve any issues and instead attract a target to those others may feel are weak or inferior, they cause more harm than good.
A20273	the United States needs nuclear weapons for protection to deter other countries from attacking.
A20273	at least the United States needs nuclear weapons for protection in order to deter other countries from attacking.
A20273	the United States, at least, needs nuclear weapons for protection to deter other countries from attacking.
A20290	A multiparty system is too volatile, there is no stability and no consistency.
A20290	A multiparty system is too volatile, there is no stability and no consistency.
A20290	A multiparty system is too volatile, there is no stability and no consistency.
A20291	Telemarketing because it upsets people to always have them calling and they are usually rude.
A20291	Telemarketing because it upsets people to always have them calling and they are usually rude.
A20291	Telemarketing because it upsets people to always have them call and also because they are usually rude.
A20292	We should keep intellectual property rights because if a person came up with an idea, they should receive credit for it no matter what the circumstances are, it is just fair.
A20292	We should keep intellectual property rights because if a person came up with an idea, they should get credit for it no matter what the circumstances are, it is just fair.
A20292	We should keep intellectual property rights because if a person came up with an idea, they should receive credit for it no matter what the circumstances are, it is only fair.
A20294	Fast food should not be banned, as it is comforting, allows social events and interaction, and is enjoyed by many.
A20294	Fast food should not be banned as it is comforting, allows social events and interaction, and is enjoyed by many.
A20294	Fast food should not be banned, as it is comforting, allows for social events and interaction and is enjoyed by many.
A20298	so many people undergo elective surgery and have complications later.
A20298	so many people undergo elective surgery and later have complications.
A20298	so many people have elective surgery and later have complications.
A20301	Pride parades are essential for gay youth trying to navigate their sexuality, they give support where they may have none, and send the message that being yourself is acceptable.
A20301	Pride parades are essential for gay youth trying to navigate their sexuality, they provide support where they may have none and send the message that being yourself is acceptable.
A20301	Pride parades are essential for gay youth trying to navigate their sexuality and they give support where they may have none and send the message that being yourself is acceptable.
A20307	Three strikes are too many and dangerous criminals will be released too quickly.
A20307	Three strikes is too many and dangerous criminals will be lost too quickly.
A20307	Three strikes are too many and dangerous criminals will be on the loose again too quickly.
A20311	Creative work is just as important as physical work and authors should be compensated.
A20311	Creative work is just as important as physical work and authors should be compensated.
A20311	Creative work is just as important as physical work and authors should be compensated.
A20312	Wikipedia is an amazing resource that almost everyone uses. If it were to disappear many people would lose out. Subsidizing it would be beneficial to all.
A20312	Wikipedia is an amazing resource that just about everyone uses. If it were to disappear many people would lose out. Subventioning it would be beneficial to all.
A20312	Wikipedia is an amazing resource that almost everyone uses. If it were to disappear many would lose out. Subsidizing it would be beneficial to all.
A20316	Human cloning is not good for humanity, less for evolution.
A20316	Human cloning is not good for humanity, and less for evolution.
A20316	Human cloning is not good for humanity, and less for evolution.
A20319	Prostitution promotes the repression of women by men, and legalizing prostitution condones such behavior.
A20319	Prostitution promotes the repression of women by men, legalizing prostitution condones such behavior.
A20319	Prostitution promotes the repression of women by men and legalizing prostitution condones such behavior.
A20322	If a government is doing something wrong like apartheid, we should not be trading with them as it shows support for that behaviour.
A20322	If a government is doing something wrong like apartheid, we should not trade with them as it shows support for that behavior.
A20322	If a government is doing something wrong like apartheid, we should not trade with them because it shows support for this behaviour.
A20323	Telemarketing is an annoyance: allowing people to bother you by calling you unsolicited is a nuisance and should be eliminated.
A20323	Telemarketing is an annoyance; allowing people to bother you by calling unanswered is a nuisance and should be eliminated.
A20323	Telemarketing is an annoyance - allowing people to bother you by calling you unsolicited is a nuisance and should be eliminated.
A20325	Legalization of marijuana will create a huge industry that uses people for profit and targets children.
A20325	Legalization of marijuana will create a huge industry that uses people for profit and targets children.
A20325	Legalization of marijuana will create a huge industry that uses people for profit and targets children.
A20328	A gender-neutral language would show we respect peoples choices.
A20328	Gender-neutral language would show that we respect peoples choices.
A20328	A gender-neutral language would show that we respect peoples choices.
A20342	We shouldn't legalize sex selection because moral action is in society.
A20342	We shouldn't legalize sexual selection, because it is moral action in society.
A20342	We shouldn't legalize sex selection because it is moral action in society.
A20355	If the Pride parades are canceled, then many lgbtq+ youth will have nowhere to celebrate who they are safely.
A20355	If Pride Parades are canceled, many lgbtq+ youth will have nowhere to safely celebrate who they are.
A20355	If pride parades are canceled, then many lgbtq+ youth will have nowhere to celebrate who they are safely.
A20360	We should not ban because it helps people to feel good about themselves and improve their confidence.
A20360	We should not ban it because it helps people feel good about themselves and improves their confidence.
A20360	We should not ban it because it helps people feel good about themselves and improves their confidence.
A20366	Cannabis is not as harmful to humans as tobacco or alcohol and can have many health benefits.
A20366	Cannabis is not as harmful to humans as tobacco or alcohol and can have many health benefits.
A20366	Cannabis is not as harmful to humans as tobacco or alcohol and can have many health benefits.
A20369	By adopting a zero tolerance policy in schools, we can stop bullying because those who do it will be removed from the school.
A20369	By adopting a zero tolerance policy in schools we can cut bullying out because those who do it will be removed from the school.
A20369	By adopting a zero tolerance policy in schools we can cut out bullying because those who do it will be removed from the school.
A20373	We shouldn't ban algorithmic trading, because it gets more done than using single instructions and it is more systematic.
A20373	We shouldn't ban algorithmic trading because it gets more done than using single instructions and it is more systematic.
A20373	We shouldn't ban algorithmic trading, because it gets more done than using single instructions and is more systematic.
A20375	Some people classify themselves as gender neutral and we should respect them with our language.
A20375	Some people classify themselves as gender neutral and we should respect them with our language.
A20375	Some people classify themselves as gender neutral and we should respect them with our language.
A20378	Subsidizing journalism will allow higher salaries to be paid to journalists and ensure we keep good, talented newspeople reporting the news.
A20378	Subsidizing journalism will enable higher salaries to be paid to journalists and ensure that we keep good, talented newspeople reporting the news.
A20378	Subsidizing journalism will enable higher salaries be paid to journalists and ensure that we keep good, talented newspeople reporting the news.
A20382	Cosmetic surgery for minors is unnecessary because they are still developing.
A20382	Cosmetic surgery for minors is unnecessary because they are still developing.
A20382	Cosmetic surgery for minors is unnecessary because they are still developing.
A20388	Pride parades cause violence and hate.
A20388	Pride parades cause violence and hatred.
A20388	Pride parades cause violence and hate.
A20391	Journalism must be supported by the central government.
A20391	Journalism must be supported by the central government.
A20391	Journalism must be supported by the central government.
A20394	Nuclear weapons are a good defense and allow a nation to protect themselves.
A20394	Nuclear weapons are a good defense and allow a nation to protect themselves.
A20394	Nuclear weapons are a good defense and allow a nation to protect themselves.
A20407	In a multi-party system, the general population has more of a choice about who their leaders are.
A20407	In a multi-party system, the general population has more choice in who their leaders are.
A20407	In a multi-party system, the general population has more choice in who their leaders are.
A20408	We should abolish safe spaces because they take up too much space that could be used for more pressing matters.
A20408	We should abolish safe spaces because they take up too much space that could be used for more pressing matters.
A20408	We should abolish safe spaces because they take up too much space that could be used for more pressing matters.
A20410	This will prevent people from offending or creating divisions among people.
A20410	This will prevent offending people or creating divisions among people.
A20410	This will prevent people from offending or creating divisions amongst people.
A20412	It sends a valuable message to the lgbt community that they are free and able to celebrate their lives.
A20412	It sends a valuable message to the lgbt community that they are free and able to celebrate their lives.
A20412	It sends a valuable message to the lgbt community that they are free and able to celebrate their lives.
A20428	Acting takes children away from their education and normal childhood pursuits.
A20428	Acting takes children away from their education and normal childhood pursuits.
A20428	Children by acting from their education and normal childhood pursuits.
A20431	Executives are the primary reason why a company is successful or not, and their pay is usually justifiable.
A20431	The main reason a company is successful is that their pay is usually justifiable.
A20431	Executives are the primary reason a company is successful or not, their pay is usually justifiable.
A20438	Many of today's great actors started as children and had no problem in their growth.
A20438	Many great actors of today started as children and had no problem in their growth.
A20438	Many of today's great actors started as children and had no problem in their growth.
A20444	Legalizing the selection of sexual orientation goes against the moral and natural principles of society.
A20444	Legalizing the choice of sexuality goes against the moral and natural principles of society.
A20444	Legalizing the selection of sex goes against the moral and natural principles of society.
A20445	For minority groups used to all manner of persecution, safe spaces provide a metaphorical 'breathing space' where they can connect with themselves in a fear-free environment.
A20445	For minority groups that are used to all kinds of persecutions, safe spaces provide a metaphorical 'breathing space' where they can connect with themselves in a fear-free environment.
A20445	For minority groups used to all manner of persecution, safe spaces provide a metaphorical 'breathing space' where they can connect in a fear-free environment with themselves.
A20447	The choice of sex could create places where boys outnumber girls a lot, since there are many places that value boys more than girls, and this could create problems as they get older.
A20447	Sexe selection could create places where boys outnumber girls by a lot, since there are many places that value boys more than girls, and this could create problems as they grow older.
A20447	Sex selection could create places where boys outnumber girls by a lot, since there are many places that value boys more than girls, and this could create problems as they get older.
A20450	We should not end the use of economic sanctions because they can achieve significant results in the long term, such as the end of the apartheid regime in South Africa.
A20450	We should not end the use of economic sanctions, because in the long term they can achieve significant results, such as the end of the apartheid regime in South Africa.
A20450	We should not end the use of economic sanctions, because they can achieve significant results in the long term, such as the end of the apartheid regime in South Africa.
A20453	All beliefs should be recognized, not only the one YOU want.
